filename,class,burn_degree,source_filename,augmented
abrasion_kg1_48.jpg,abrasion,,150.jpg,no
abrasion_kg1_49.jpg,abrasion,,151.jpg,no
abrasion_kg1_50.jpg,abrasion,,155.jpg,no
abrasion_kg1_51.jpg,abrasion,,156.jpg,no
abrasion_kg1_52.jpg,abrasion,,157.jpg,no
abrasion_kg1_53.jpg,abrasion,,159.jpg,no
abrasion_kg1_54.jpg,abrasion,,160.jpg,no
abrasion_kg1_55.jpg,abrasion,,161.jpg,no
abrasion_kg1_56.jpg,abrasion,,162.jpg,no
abrasion_kg1_57.jpg,abrasion,,163.jpg,no
abrasion_kg1_58.jpg,abrasion,,164.jpg,no
abrasion_kg1_59.jpg,abrasion,,165.jpg,no
abrasion_kg1_60.jpg,abrasion,,166.jpg,no
abrasion_kg1_61.jpg,abrasion,,167.jpg,no
abrasion_kg1_62.jpg,abrasion,,168.jpg,no
abrasion_kg1_63.jpg,abrasion,,169.jpg,no
abrasion_kg1_64.jpg,abrasion,,170.jpg,no
abrasion_kg1_65.jpg,abrasion,,172.jpg,no
abrasion_kg1_66.jpg,abrasion,,174.jpg,no
abrasion_kg1_67.jpg,abrasion,,175.jpg,no
abrasion_kg1_68.jpg,abrasion,,176.jpg,no
abrasion_kg1_69.jpg,abrasion,,177.jpg,no
abrasion_kg1_70.jpg,abrasion,,178.jpg,no
abrasion_kg1_71.jpg,abrasion,,179.jpg,no
abrasion_kg1_72.jpg,abrasion,,180.jpg,no
abrasion_kg1_73.jpg,abrasion,,181.jpg,no
abrasion_kg1_74.jpg,abrasion,,183.jpg,no
abrasion_kg1_75.jpg,abrasion,,184.jpg,no
abrasion_kg1_76.jpg,abrasion,,185.jpg,no
abrasion_kg1_77.jpg,abrasion,,186.jpg,no
abrasion_kg1_78.jpg,abrasion,,187.jpg,no
abrasion_kg1_79.jpg,abrasion,,188.jpg,no
abrasion_kg1_80.jpg,abrasion,,189.jpg,no
abrasion_kg1_81.jpg,abrasion,,190.jpg,no
abrasion_kg1_82.jpg,abrasion,,191.jpg,no
abrasion_kg1_83.jpg,abrasion,,192.jpg,no
abrasion_kg1_84.jpg,abrasion,,193.jpg,no
abrasion_kg1_85.jpg,abrasion,,195.jpg,no
abrasion_kg1_86.jpg,abrasion,,196.jpg,no
abrasion_kg1_87.jpg,abrasion,,197.jpg,no
abrasion_kg1_88.jpg,abrasion,,198.jpg,no
abrasion_kg1_89.jpg,abrasion,,199.jpg,no
abrasion_kg1_90.jpg,abrasion,,200.jpg,no
abrasion_kg1_91.jpg,abrasion,,201.jpg,no
abrasion_kg1_92.jpg,abrasion,,202.jpg,no
abrasion_kg1_93.jpg,abrasion,,203.jpg,no
abrasion_kg1_94.jpg,abrasion,,204.jpg,no
abrasion_kg1_95.jpg,abrasion,,205.jpg,no
abrasion_kg1_96.jpg,abrasion,,206.jpg,no
abrasion_kg1_97.jpg,abrasion,,207.jpg,no
abrasion_kg1_98.jpg,abrasion,,208.jpg,no
abrasion_kg1_99.jpg,abrasion,,210.jpg,no
abrasion_kg1_100.jpg,abrasion,,211.jpg,no
abrasion_kg1_101.jpg,abrasion,,212.jpg,no
abrasion_kg1_102.jpg,abrasion,,213.jpg,no
abrasion_kg1_103.jpg,abrasion,,214.jpg,no
abrasion_kg1_104.jpg,abrasion,,215.jpg,no
abrasion_kg1_105.jpg,abrasion,,216.jpg,no
abrasion_kg1_106.jpg,abrasion,,217.jpg,no
abrasion_kg1_107.jpg,abrasion,,218.jpg,no
abrasion_kg1_108.jpg,abrasion,,219.jpg,no
abrasion_kg1_109.jpg,abrasion,,221.jpg,no
abrasion_kg1_110.jpg,abrasion,,222.jpg,no
abrasion_kg1_111.jpg,abrasion,,224.jpg,no
abrasion_kg1_112.jpg,abrasion,,225.jpg,no
abrasion_kg1_113.jpg,abrasion,,226.jpg,no
abrasion_kg1_114.jpg,abrasion,,227.jpg,no
abrasion_kg1_115.jpg,abrasion,,228.jpg,no
abrasion_kg1_116.jpg,abrasion,,229.jpg,no
abrasion_kg1_117.jpg,abrasion,,230.jpg,no
abrasion_kg1_118.jpg,abrasion,,231.jpg,no
abrasion_kg1_119.jpg,abrasion,,232.jpg,no
abrasion_kg1_120.jpg,abrasion,,234.jpg,no
abrasion_kg1_121.jpg,abrasion,,235.jpg,no
abrasion_kg1_122.jpg,abrasion,,236.jpg,no
abrasion_kg1_123.jpg,abrasion,,237.jpg,no
abrasion_kg1_124.jpg,abrasion,,238.jpg,no
abrasion_kg1_125.jpg,abrasion,,239.jpg,no
abrasion_kg1_126.jpg,abrasion,,240.jpg,no
abrasion_kg1_127.jpg,abrasion,,241.jpg,no
abrasion_kg1_128.jpg,abrasion,,242.jpg,no
abrasion_kg1_129.jpg,abrasion,,243.jpg,no
abrasion_kg1_130.jpg,abrasion,,319de76d-1fa4-4d16-be96-62d7e4ac788b.jpeg,no
abrasion_kg1_131.jpg,abrasion,,36296506-4ac4-4e6e-a6aa-5a48f34227be.jpg,no
abrasion_kg1_132.jpg,abrasion,,38303cd9-4b64-451e-a577-64b90147c240.JPG,no
abrasion_kg1_133.jpg,abrasion,,3f76b2e9-7176-4887-858c-9d17c32a97cd.jpg,no
abrasion_kg1_134.jpg,abrasion,,561292bb-6950-4a50-a0bf-1d1d0a6ad408.jpg,no
abrasion_kg1_135.jpg,abrasion,,5b23abc4-dfc1-4efd-adba-2da5e91d8cb3.jpg,no
abrasion_kg1_136.jpg,abrasion,,5b2e255d-da6e-47af-b57b-6c23d75feb48.jpg,no
abrasion_kg1_137.jpg,abrasion,,5cc8503e-793a-4abc-b2ac-ec448340515f.jpg,no
abrasion_kg1_138.jpg,abrasion,,6061fb12-fab9-46b4-9fc8-df2b251f9e8d.jpg,no
abrasion_kg1_139.jpg,abrasion,,62fe7d1a-e4f6-4ab9-8191-4fb63742bcaa.jpg,no
abrasion_kg1_140.jpg,abrasion,,64237548-2dd5-472b-a60d-fe7c1be47dab.jpg,no
abrasion_kg1_141.jpg,abrasion,,718d168b-df9d-42f0-9c25-e821b66b6ef9.jpg,no
abrasion_kg1_142.jpg,abrasion,,83.jpg,no
abrasion_kg1_143.jpg,abrasion,,84.jpg,no
abrasion_kg1_144.jpg,abrasion,,85.jpg,no
abrasion_kg1_145.jpg,abrasion,,86.jpg,no
abrasion_kg1_146.jpg,abrasion,,87.jpg,no
abrasion_kg1_147.jpg,abrasion,,88.jpg,no
abrasion_kg1_148.jpg,abrasion,,89.jpg,no
abrasion_kg1_149.jpg,abrasion,,8a32d62d-0fdd-4d0a-9fac-618bf50e734a.jpeg,no
abrasion_kg1_150.jpg,abrasion,,90.jpg,no
abrasion_kg1_151.jpg,abrasion,,91.jpg,no
abrasion_kg1_152.jpg,abrasion,,92.jpg,no
abrasion_kg1_153.jpg,abrasion,,94.jpg,no
abrasion_kg1_154.jpg,abrasion,,95.jpg,no
abrasion_kg1_155.jpg,abrasion,,96.jpg,no
abrasion_kg1_156.jpg,abrasion,,97.jpg,no
abrasion_kg1_157.jpg,abrasion,,98.jpg,no
abrasion_kg1_158.jpg,abrasion,,99.jpg,no
abrasion_kg1_159.jpg,abrasion,,9fae5fe7-2ed8-48bc-b4f2-e0c15270726b.jpg,no
abrasion_kg1_160.jpg,abrasion,,a0ea80bd-7b79-452d-ac55-ddd84f9c0e32.jpg,no
abrasion_kg1_161.jpg,abrasion,,a192fc80-a86a-427e-bdef-0e95169e398d.jpg,no
abrasion_kg1_162.jpg,abrasion,,abrasions (1).jpg,no
abrasion_kg1_163.jpg,abrasion,,abrasions (10).jpg,no
abrasion_kg1_164.jpg,abrasion,,abrasions (12).jpg,no
abrasion_kg1_165.jpg,abrasion,,abrasions (13).jpg,no
abrasion_kg1_166.jpg,abrasion,,abrasions (15).jpg,no
abrasion_kg1_167.jpg,abrasion,,abrasions (21).jpg,no
abrasion_kg1_168.jpg,abrasion,,abrasions (30).jpg,no
abrasion_kg1_169.jpg,abrasion,,abrasions (33).jpg,no
abrasion_kg1_170.jpg,abrasion,,abrasions (34).jpg,no
abrasion_kg1_171.jpg,abrasion,,abrasions (45).jpg,no
abrasion_kg1_172.jpg,abrasion,,abrasions (48).jpg,no
abrasion_kg1_173.jpg,abrasion,,abrasions (49).jpg,no
abrasion_kg1_174.jpg,abrasion,,abrasions (5).jpg,no
abrasion_kg1_175.jpg,abrasion,,abrasions (52).jpg,no
abrasion_kg1_176.jpg,abrasion,,abrasions (53).jpg,no
abrasion_kg1_177.jpg,abrasion,,abrasions (54).jpg,no
abrasion_kg1_178.jpg,abrasion,,abrasions (55).jpg,no
abrasion_kg1_179.jpg,abrasion,,abrasions (57).jpg,no
abrasion_kg1_180.jpg,abrasion,,abrasions (59).jpg,no
abrasion_kg1_181.jpg,abrasion,,abrasions (62).jpg,no
abrasion_kg1_182.jpg,abrasion,,abrasions (64).jpg,no
abrasion_kg1_183.jpg,abrasion,,abrasions (67).jpg,no
abrasion_kg1_184.jpg,abrasion,,abrasions (68).jpg,no
abrasion_kg1_185.jpg,abrasion,,abrasions (69).jpg,no
abrasion_kg1_186.jpg,abrasion,,abrasions (72).jpg,no
abrasion_kg1_187.jpg,abrasion,,abrasions (8).jpg,no
abrasion_kg1_188.jpg,abrasion,,abrasions (82).jpg,no
abrasion_kg1_189.jpg,abrasion,,abrasions (85).jpg,no
abrasion_kg1_190.jpg,abrasion,,abrasions (9).jpg,no
abrasion_kg1_191.jpg,abrasion,,ace21a97-2c07-41ba-9cdd-b62285b5e25b.jpg,no
abrasion_kg1_192.jpg,abrasion,,baeb6fc1-9d57-44a4-9b4f-860081009da0.jpg,no
abrasion_kg1_193.jpg,abrasion,,d48ce918-70dc-47be-8da8-5c6286ea2ea8.jpg,no
abrasion_kg1_194.jpg,abrasion,,d70855ce-d336-4349-9f6f-7739039ab1eb.jpg,no
abrasion_kg1_195.jpg,abrasion,,fa25cee3-d94d-42b5-9ec8-6f09af59a9a9.jpg,no
bruise_kg1_0.jpg,bruise,,01f1e85c-6c12-4d4b-a690-89e069a83b0a.jpg,no
bruise_kg1_1.jpg,bruise,,020d5205-425d-4d7f-8895-f806e3e3d89b.jpg,no
bruise_kg1_2.jpg,bruise,,03d3809b-9b0d-4703-9015-76f2b359ced8.jpg,no
bruise_kg1_3.jpg,bruise,,08792aab-a37f-4471-9b8f-2f058c7e4a5f.jpg,no
bruise_kg1_4.jpg,bruise,,11aede8f-a988-48f0-91b8-40c0a27128c0.jpg,no
bruise_kg1_5.jpg,bruise,,123.jpg,no
bruise_kg1_6.jpg,bruise,,124.jpg,no
bruise_kg1_7.jpg,bruise,,125.jpg,no
bruise_kg1_8.jpg,bruise,,126.jpg,no
bruise_kg1_9.jpg,bruise,,127.jpg,no
bruise_kg1_10.jpg,bruise,,128.jpg,no
bruise_kg1_11.jpg,bruise,,129.jpg,no
bruise_kg1_12.jpg,bruise,,130.jpg,no
bruise_kg1_13.jpg,bruise,,131.jpg,no
bruise_kg1_14.jpg,bruise,,132.jpg,no
bruise_kg1_15.jpg,bruise,,133.jpg,no
bruise_kg1_16.jpg,bruise,,134.jpg,no
bruise_kg1_17.jpg,bruise,,135.jpg,no
bruise_kg1_18.jpg,bruise,,136.jpg,no
bruise_kg1_19.jpg,bruise,,137.jpg,no
bruise_kg1_20.jpg,bruise,,139.jpg,no
bruise_kg1_21.jpg,bruise,,140.jpg,no
bruise_kg1_22.jpg,bruise,,141.jpg,no
bruise_kg1_23.jpg,bruise,,142.jpg,no
bruise_kg1_24.jpg,bruise,,143.jpg,no
bruise_kg1_25.jpg,bruise,,144.jpg,no
bruise_kg1_26.jpg,bruise,,145.jpg,no
bruise_kg1_27.jpg,bruise,,146.jpg,no
bruise_kg1_28.jpg,bruise,,147.jpg,no
bruise_kg1_29.jpg,bruise,,148.jpg,no
bruise_kg1_30.jpg,bruise,,149.jpg,no
bruise_kg1_31.jpg,bruise,,150.jpg,no
bruise_kg1_32.jpg,bruise,,151.jpg,no
bruise_kg1_33.jpg,bruise,,152.jpg,no
bruise_kg1_34.jpg,bruise,,154.jpg,no
bruise_kg1_35.jpg,bruise,,15599ca0-1857-4e07-ad9c-84b8a495232a.jpg,no
bruise_kg1_36.jpg,bruise,,156.jpg,no
bruise_kg1_37.jpg,bruise,,157.jpg,no
bruise_kg1_38.jpg,bruise,,159.jpg,no
bruise_kg1_39.jpg,bruise,,160.jpg,no
bruise_kg1_40.jpg,bruise,,161.jpg,no
bruise_kg1_41.jpg,bruise,,162.jpg,no
bruise_kg1_42.jpg,bruise,,163.jpg,no
bruise_kg1_43.jpg,bruise,,164.jpg,no
bruise_kg1_44.jpg,bruise,,165.jpg,no
bruise_kg1_45.jpg,bruise,,166.jpg,no
bruise_kg1_46.jpg,bruise,,167.jpg,no
bruise_kg1_47.jpg,bruise,,168.jpg,no
bruise_kg1_48.jpg,bruise,,169.jpg,no
bruise_kg1_49.jpg,bruise,,170.jpg,no
bruise_kg1_50.jpg,bruise,,171.jpg,no
bruise_kg1_51.jpg,bruise,,172.jpg,no
bruise_kg1_52.jpg,bruise,,173.jpg,no
bruise_kg1_53.jpg,bruise,,174.jpg,no
bruise_kg1_54.jpg,bruise,,175.jpg,no
bruise_kg1_55.jpg,bruise,,176.jpg,no
bruise_kg1_56.jpg,bruise,,178.jpg,no
bruise_kg1_57.jpg,bruise,,179.jpg,no
bruise_kg1_58.jpg,bruise,,180.jpg,no
bruise_kg1_59.jpg,bruise,,181.jpg,no
bruise_kg1_60.jpg,bruise,,182.jpg,no
bruise_kg1_61.jpg,bruise,,183.jpg,no
bruise_kg1_62.jpg,bruise,,184.jpg,no
bruise_kg1_63.jpg,bruise,,185.jpg,no
bruise_kg1_64.jpg,bruise,,186.jpg,no
bruise_kg1_65.jpg,bruise,,187.jpg,no
bruise_kg1_66.jpg,bruise,,190.jpg,no
bruise_kg1_67.jpg,bruise,,191.jpg,no
bruise_kg1_68.jpg,bruise,,192.jpg,no
bruise_kg1_69.jpg,bruise,,193.jpg,no
bruise_kg1_70.jpg,bruise,,194.jpg,no
bruise_kg1_71.jpg,bruise,,195.jpg,no
bruise_kg1_72.jpg,bruise,,197.jpg,no
bruise_kg1_73.jpg,bruise,,198.jpg,no
bruise_kg1_74.jpg,bruise,,199.jpg,no
bruise_kg1_75.jpg,bruise,,201.jpg,no
bruise_kg1_76.jpg,bruise,,203.jpg,no
bruise_kg1_77.jpg,bruise,,205.jpg,no
bruise_kg1_78.jpg,bruise,,206.jpg,no
bruise_kg1_79.jpg,bruise,,208.jpg,no
bruise_kg1_80.jpg,bruise,,209.jpg,no
bruise_kg1_81.jpg,bruise,,210.jpg,no
bruise_kg1_82.jpg,bruise,,211.jpg,no
bruise_kg1_83.jpg,bruise,,212.jpg,no
bruise_kg1_84.jpg,bruise,,213.jpg,no
bruise_kg1_85.jpg,bruise,,214.jpg,no
bruise_kg1_86.jpg,bruise,,215.jpg,no
bruise_kg1_87.jpg,bruise,,216.jpg,no
bruise_kg1_88.jpg,bruise,,217.jpg,no
bruise_kg1_89.jpg,bruise,,218.jpg,no
bruise_kg1_90.jpg,bruise,,219.jpg,no
bruise_kg1_91.jpg,bruise,,221.jpg,no
bruise_kg1_92.jpg,bruise,,222.jpg,no
bruise_kg1_93.jpg,bruise,,223.jpg,no
bruise_kg1_94.jpg,bruise,,224.jpg,no
bruise_kg1_95.jpg,bruise,,225.jpg,no
bruise_kg1_96.jpg,bruise,,226.jpg,no
bruise_kg1_97.jpg,bruise,,227.jpg,no
bruise_kg1_98.jpg,bruise,,228.jpg,no
bruise_kg1_99.jpg,bruise,,229.jpg,no
bruise_kg1_100.jpg,bruise,,231.jpg,no
bruise_kg1_101.jpg,bruise,,232.jpg,no
bruise_kg1_102.jpg,bruise,,233.jpg,no
bruise_kg1_103.jpg,bruise,,234.jpg,no
bruise_kg1_104.jpg,bruise,,236.jpg,no
bruise_kg1_105.jpg,bruise,,237.jpg,no
bruise_kg1_106.jpg,bruise,,238.jpg,no
bruise_kg1_107.jpg,bruise,,239.jpg,no
bruise_kg1_108.jpg,bruise,,240.jpg,no
bruise_kg1_109.jpg,bruise,,241.jpg,no
bruise_kg1_110.jpg,bruise,,242.jpg,no
bruise_kg1_111.jpg,bruise,,243.jpg,no
bruise_kg1_112.jpg,bruise,,244.jpg,no
bruise_kg1_113.jpg,bruise,,26d9fe45-a77c-4b0c-8fac-7edd055537f8.jpg,no
bruise_kg1_114.jpg,bruise,,36ca0da1-44be-4ab5-9ce3-41e545a6f082.jpg,no
bruise_kg1_115.jpg,bruise,,36e7c0dd-f6e2-45e6-a3ab-fcec9d8bd526.jpg,no
bruise_kg1_116.jpg,bruise,,46cad117-91f5-4845-8c73-3e63a90504c3.jpg,no
bruise_kg1_117.jpg,bruise,,47135e58-b71e-43ee-8ca7-b50eb29e6783.jpg,no
bruise_kg1_118.jpg,bruise,,4af8de31-1ac1-4c10-a145-19bbc453d352.jpg,no
bruise_kg1_119.jpg,bruise,,4d3c2d80-bc89-45a2-b7fd-33a22a02abc6.png,no
bruise_kg1_120.jpg,bruise,,5344a9b6-8327-4e40-a7dd-992288296c3b.jpg,no
bruise_kg1_121.jpg,bruise,,58407e97-a7dc-48a5-854e-abe2b8cf4817.jpg,no
bruise_kg1_122.jpg,bruise,,58867b56-8938-4637-8a4e-fff67c504bbc.jpg,no
bruise_kg1_123.jpg,bruise,,62ea5d18-4718-452a-bac4-eecc922f380e.jpg,no
bruise_kg1_124.jpg,bruise,,886ed32d-aaf1-4f8b-b104-2d46a554ea63.jpg,no
bruise_kg1_125.jpg,bruise,,8bf00fc4-9898-4553-ae92-0da794300795.jpg,no
bruise_kg1_126.jpg,bruise,,9d3797aa-f138-41bb-909f-158e2e893a48.jpg,no
bruise_kg1_127.jpg,bruise,,a872c656-8676-4b81-a3ac-4a1f7f621f4e.jpg,no
bruise_kg1_128.jpg,bruise,,ae6d6a9d-8c5e-4c27-85de-a9f1a37a1a72.JPG,no
bruise_kg1_129.jpg,bruise,,afb2bda8-a5c3-4b1e-9b1a-2d858faf5514.jpg,no
bruise_kg1_130.jpg,bruise,,affc2c37-5276-47fc-b3ed-b0ec876135f3.jpg,no
bruise_kg1_131.jpg,bruise,,bruises (10).jpg,no
bruise_kg1_132.jpg,bruise,,bruises (102).jpg,no
bruise_kg1_133.jpg,bruise,,bruises (106).jpg,no
bruise_kg1_134.jpg,bruise,,bruises (107).jpg,no
bruise_kg1_135.jpg,bruise,,bruises (11).jpg,no
bruise_kg1_136.jpg,bruise,,bruises (113).jpg,no
bruise_kg1_137.jpg,bruise,,bruises (117).jpg,no
bruise_kg1_138.jpg,bruise,,bruises (13).jpg,no
bruise_kg1_139.jpg,bruise,,bruises (15).jpg,no
bruise_kg1_140.jpg,bruise,,bruises (20).jpg,no
bruise_kg1_141.jpg,bruise,,bruises (23).jpg,no
bruise_kg1_142.jpg,bruise,,bruises (26).jpg,no
bruise_kg1_143.jpg,bruise,,bruises (31).jpg,no
bruise_kg1_144.jpg,bruise,,bruises (34).jpg,no
bruise_kg1_145.jpg,bruise,,bruises (35).jpg,no
bruise_kg1_146.jpg,bruise,,bruises (37).jpg,no
bruise_kg1_147.jpg,bruise,,bruises (42).jpg,no
bruise_kg1_148.jpg,bruise,,bruises (43).jpg,no
bruise_kg1_149.jpg,bruise,,bruises (49).jpg,no
bruise_kg1_150.jpg,bruise,,bruises (55).jpg,no
bruise_kg1_151.jpg,bruise,,bruises (59).jpg,no
bruise_kg1_152.jpg,bruise,,bruises (65).jpg,no
bruise_kg1_153.jpg,bruise,,bruises (68).jpg,no
bruise_kg1_154.jpg,bruise,,bruises (88).jpg,no
bruise_kg1_155.jpg,bruise,,bruises (96).jpg,no
bruise_kg1_156.jpg,bruise,,bruises (98).jpg,no
bruise_kg1_157.jpg,bruise,,bruises (99).jpg,no
bruise_kg1_158.jpg,bruise,,c2bf08c1-c92b-4336-8b7d-851757e4d392.jpg,no
bruise_kg1_159.jpg,bruise,,ca02a805-7235-45a9-8dc8-2a0a6074e6f6.jpg,no
bruise_kg1_160.jpg,bruise,,d253dce8-09d8-4a1a-bc89-bb6f0bdb1d41.jpeg,no
bruise_kg1_161.jpg,bruise,,daa926f9-8fbd-4b20-a9f3-90b8375964e1.jpg,no
bruise_kg1_162.jpg,bruise,,e67fc71f-5fe4-4427-8b4b-0e7f12698b33.jpg,no
bruise_kg1_163.jpg,bruise,,eeaaeac2-bc69-4e89-86e7-983dff7267d1.jpg,no
bruise_kg1_164.jpg,bruise,,fa399024-2d84-48be-a654-e93a2eb67086.jpg,no
cut_kg1_0.jpg,cut,,05edef17-8162-48a2-aab6-97bf2e63c4a9.jpg,no
cut_kg1_1.jpg,cut,,0724ba1e-fa2f-4ce2-b59b-6ee77f27a82e.jpg,no
cut_kg1_2.jpg,cut,,100.jpg,no
cut_kg1_3.jpg,cut,,101.jpg,no
cut_kg1_4.jpg,cut,,102.jpg,no
cut_kg1_5.jpg,cut,,104.jpg,no
cut_kg1_6.jpg,cut,,105.jpg,no
cut_kg1_7.jpg,cut,,107.jpg,no
cut_kg1_8.jpg,cut,,108.jpg,no
cut_kg1_9.jpg,cut,,109.jpg,no
cut_kg1_10.jpg,cut,,10c52686-000f-4b37-b332-a71eb093f617.png,no
cut_kg1_11.jpg,cut,,110.jpg,no
cut_kg1_12.jpg,cut,,111.jpg,no
cut_kg1_13.jpg,cut,,112.jpg,no
cut_kg1_14.jpg,cut,,113.jpg,no
cut_kg1_15.jpg,cut,,114.jpg,no
cut_kg1_16.jpg,cut,,115.jpg,no
cut_kg1_17.jpg,cut,,116.jpg,no
cut_kg1_18.jpg,cut,,117.jpg,no
cut_kg1_19.jpg,cut,,118.jpg,no
cut_kg1_20.jpg,cut,,119.jpg,no
cut_kg1_21.jpg,cut,,120.jpg,no
cut_kg1_22.jpg,cut,,122.jpg,no
cut_kg1_23.jpg,cut,,123.jpg,no
cut_kg1_24.jpg,cut,,125.jpg,no
cut_kg1_25.jpg,cut,,126.jpg,no
cut_kg1_26.jpg,cut,,127.jpg,no
cut_kg1_27.jpg,cut,,129.jpg,no
cut_kg1_28.jpg,cut,,130.jpg,no
cut_kg1_29.jpg,cut,,132.jpg,no
cut_kg1_30.jpg,cut,,133.jpg,no
cut_kg1_31.jpg,cut,,134.jpg,no
cut_kg1_32.jpg,cut,,135.jpg,no
cut_kg1_33.jpg,cut,,136.jpg,no
cut_kg1_34.jpg,cut,,137.jpg,no
cut_kg1_35.jpg,cut,,138.jpg,no
cut_kg1_36.jpg,cut,,139.jpg,no
cut_kg1_37.jpg,cut,,140.jpg,no
cut_kg1_38.jpg,cut,,141.jpg,no
cut_kg1_39.jpg,cut,,142.jpg,no
cut_kg1_40.jpg,cut,,143.jpg,no
cut_kg1_41.jpg,cut,,144.jpg,no
cut_kg1_42.jpg,cut,,145.jpg,no
cut_kg1_43.jpg,cut,,146.jpg,no
cut_kg1_44.jpg,cut,,148.jpg,no
cut_kg1_45.jpg,cut,,149.jpg,no
cut_kg1_46.jpg,cut,,150.jpg,no
cut_kg1_47.jpg,cut,,151.jpg,no
cut_kg1_48.jpg,cut,,152.jpg,no
cut_kg1_49.jpg,cut,,153.jpg,no
cut_kg1_50.jpg,cut,,154.jpg,no
cut_kg1_51.jpg,cut,,155.jpg,no
cut_kg1_52.jpg,cut,,156.jpg,no
cut_kg1_53.jpg,cut,,158.jpg,no
cut_kg1_54.jpg,cut,,159.jpg,no
cut_kg1_55.jpg,cut,,162.jpg,no
cut_kg1_56.jpg,cut,,163.jpg,no
cut_kg1_57.jpg,cut,,164.jpg,no
cut_kg1_58.jpg,cut,,165.jpg,no
cut_kg1_59.jpg,cut,,166.jpg,no
cut_kg1_60.jpg,cut,,168.jpg,no
cut_kg1_61.jpg,cut,,169.jpg,no
cut_kg1_62.jpg,cut,,170.jpg,no
cut_kg1_63.jpg,cut,,171.jpg,no
cut_kg1_64.jpg,cut,,172.jpg,no
cut_kg1_65.jpg,cut,,173.jpg,no
cut_kg1_66.jpg,cut,,174.jpg,no
cut_kg1_67.jpg,cut,,175.jpg,no
cut_kg1_68.jpg,cut,,176.jpg,no
cut_kg1_69.jpg,cut,,177.jpg,no
cut_kg1_70.jpg,cut,,178.jpg,no
cut_kg1_71.jpg,cut,,180.jpg,no
cut_kg1_72.jpg,cut,,181.jpg,no
cut_kg1_73.jpg,cut,,182.jpg,no
cut_kg1_74.jpg,cut,,183.jpg,no
cut_kg1_75.jpg,cut,,185.jpg,no
cut_kg1_76.jpg,cut,,186.jpg,no
cut_kg1_77.jpg,cut,,187.jpg,no
cut_kg1_78.jpg,cut,,188.jpg,no
cut_kg1_79.jpg,cut,,189.jpg,no
cut_kg1_80.jpg,cut,,190.jpg,no
cut_kg1_81.jpg,cut,,191.jpg,no
cut_kg1_82.jpg,cut,,194.jpg,no
cut_kg1_83.jpg,cut,,195.jpg,no
cut_kg1_84.jpg,cut,,196.jpg,no
